Time,DistanceMeters,Cadence,SpeedKPH,Watts,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,HeartRate
2019-08-25T18:07:28.000Z,53266.33984375,90,6.01800012588501,338,48.94056687131524,-122.8161393944174,14.800000190734863,139
2019-08-25T18:07:29.000Z,53272.51171875,92,6.168000221252441,316,48.94056787714362,-122.81605775468051,14.800000190734863,139
2019-08-25T18:07:30.000Z,53278.76171875,93,6.242000102996826,275,48.940569050610065,-122.81597502529621,14.800000190734863,139
2019-08-25T18:07:31.000Z,53285.0,93,6.251999855041504,305,48.94057525321841,-122.81588869169354,14.800000190734863,139
2019-08-25T18:07:32.000Z,53291.3203125,95,6.316999912261963,306,48.940572487190366,-122.81578718684614,14.800000190734863,139
2019-08-25T18:07:33.000Z,53297.7109375,95,6.392000198364258,257,48.94057022407651,-122.81569833867252,14.800000190734863,140
2019-08-25T18:07:34.000Z,53304.21875,100,6.513000011444092,288,48.9405691344291,-122.81562784686685,14.800000190734863,140
2019-08-25T18:07:35.000Z,53310.83984375,100,6.614999771118164,275,48.940569050610065,-122.81554595567286,14.600000381469727,139
2019-08-25T18:07:36.000Z,53317.48828125,98,6.64300012588501,215,48.94056921824813,-122.8154628071934,14.800000190734863,140
2019-08-25T18:07:37.000Z,53324.2109375,102,6.7270002365112305,273,48.940566619858146,-122.81537219882011,14.800000190734863,140
2019-08-25T18:07:38.000Z,53330.96875,106,6.764999866485596,287,48.940566033124924,-122.81527865678072,14.800000190734863,140
2019-08-25T18:07:39.000Z,53337.73046875,104,6.755000114440918,155,48.94056435674429,-122.81519173644483,14.800000190734863,141
2019-08-25T18:07:40.000Z,53344.30078125,74,6.568999767303467,0,48.940560752525926,-122.81511412002146,15.0,141
2019-08-25T18:07:41.000Z,53350.58984375,46,6.289000034332275,0,48.94056494347751,-122.81503558158875,15.0,141
2019-08-25T18:07:42.000Z,53356.5703125,60,5.9720001220703125,0,48.94056695513427,-122.81496031209826,15.0,142
2019-08-25T18:07:43.000Z,53362.12890625,44,5.570000171661377,0,48.9405691344291,-122.81488277949393,15.399999618530273,142
2019-08-25T18:07:44.000Z,53367.33984375,34,5.206999778747559,30,48.94056377001107,-122.8148100245744,15.600000381469727,142
2019-08-25T18:07:45.000Z,53372.19140625,37,4.8520002365112305,31,48.94056033343077,-122.8147458191961,16.0,141
2019-08-25T18:07:46.000Z,53376.671875,28,4.479000091552734,0,48.94055999815464,-122.8146992996335,16.399999618530273,142
2019-08-25T18:07:47.000Z,53380.8515625,0,4.171000003814697,0,48.940555807203054,-122.81465202569962,16.399999618530273,142
2019-08-25T18:07:48.000Z,53384.69921875,53,3.8540000915527344,0,48.94055446609855,-122.81459813006222,16.600000381469727,142
2019-08-25T18:07:49.000Z,53388.30078125,52,3.6019999980926514,0,48.94055605866015,-122.81455018557608,16.799999237060547,142
2019-08-25T18:07:50.000Z,53391.66015625,52,3.3589999675750732,0,48.9405604172498,-122.81450903043151,16.799999237060547,142
2019-08-25T18:07:51.000Z,53394.76171875,59,3.0980000495910645,0,48.94055446609855,-122.81446527689695,17.200000762939453,141
2019-08-25T18:07:52.000Z,53397.6484375,46,2.8929998874664307,1,48.94055312499404,-122.81442571431398,17.399999618530273,141
2019-08-25T18:07:53.000Z,53400.30859375,41,2.6589999198913574,0,48.940547509118915,-122.81439411453903,17.399999618530273,141
2019-08-25T18:07:54.000Z,53402.87109375,33,2.556999921798706,0,48.940540133044124,-122.81436804682016,17.600000381469727,141
2019-08-25T18:07:55.000Z,53405.2890625,45,2.4260001182556152,0,48.94053543917835,-122.81433837488294,17.799999237060547,140
2019-08-25T18:07:56.000Z,53407.58984375,39,2.2950000762939453,0,48.94053258933127,-122.81431247480214,18.0,140
2019-08-25T18:07:57.000Z,53409.73046875,35,2.13700008392334,0,48.94054583273828,-122.81429847702384,18.0,139
2019-08-25T18:07:58.000Z,53411.671875,31,1.940999984741211,0,48.94054004922509,-122.81427551060915,18.0,139
2019-08-25T18:07:59.000Z,53413.4296875,28,1.753999948501587,0,48.940537786111236,-122.81427048146725,18.0,139
2019-08-25T18:08:00.000Z,53415.1796875,0,1.753999948501587,0,48.940537786111236,-122.81427048146725,18.200000762939453,139
2019-08-25T18:08:01.000Z,53415.1796875,0,0.0,0,48.940537786111236,-122.81427048146725,18.0,139
2019-08-25T18:08:02.000Z,53415.1796875,0,0.0,0,48.940537786111236,-122.81427048146725,18.200000762939453,138
2019-08-25T18:08:03.000Z,53415.1796875,0,0.0,0,48.940537786111236,-122.81427048146725,18.200000762939453,138
2019-08-25T18:08:04.000Z,53415.1796875,0,0.0,0,48.940537786111236,-122.81427048146725,18.200000762939453,138
2019-08-25T18:10:50.000Z,53417.078125,30,1.902999997138977,SPEED,48.94053116440773,-122.81394610181451,18.0,121
2019-08-25T18:10:51.000Z,53418.78125,27,1.6979999542236328,22,48.94052873365581,-122.81391718424857,18.0,120
2019-08-25T18:10:52.000Z,53420.578125,23,1.8009999990463257,195,48.94052177667618,-122.81387963332236,18.0,120
2019-08-25T18:10:53.000Z,53423.01953125,29,2.434999942779541,267,48.94051440060139,-122.81383395195007,18.0,120
2019-08-25T18:10:54.000Z,53426.05859375,44,3.0420000553131104,216,48.940509371459484,-122.81377946957946,18.0,121
2019-08-25T18:10:55.000Z,53429.5703125,54,3.499000072479248,285,48.94050325267017,-122.81372113153338,18.0,121
2019-08-25T18:10:56.000Z,53433.3515625,61,3.7790000438690186,235,48.940494870767,-122.81366027891636,17.799999237060547,121
2019-08-25T18:10:57.000Z,53437.37109375,66,4.031000137329102,195,48.940488919615746,-122.81359682790935,17.799999237060547,121
2019-08-25T18:10:58.000Z,53441.6015625,70,4.236000061035156,199,48.94049000926316,-122.81352608464658,17.799999237060547,121
2019-08-25T18:10:59.000Z,53446.05078125,77,4.451000213623047,224,48.94049260765314,-122.81345064751804,17.799999237060547,121
2019-08-25T18:11:00.000Z,53450.6796875,74,4.627999782562256,185,48.94048732705414,-122.81337730586529,17.799999237060547,122
2019-08-25T18:11:01.000Z,53455.48046875,80,4.796000003814697,188,48.940487494692206,-122.81330119818449,17.799999237060547,122
2019-08-25T18:11:02.000Z,53460.37109375,81,4.888999938964844,220,48.94049352966249,-122.81322148628533,18.0,122
2019-08-25T18:11:03.000Z,53465.390625,84,5.019999980926514,221,48.940499145537615,-122.81314110383391,17.799999237060547,122
2019-08-25T18:11:04.000Z,53470.51953125,86,5.131999969482422,204,48.94049503840506,-122.81306491233408,18.0,123
2019-08-25T18:11:05.000Z,53475.76171875,87,5.24399995803833,194,48.940489590168,-122.81298771500587,18.200000762939453,123
2019-08-25T18:11:06.000Z,53481.140625,89,5.374000072479248,204,48.94048682413995,-122.81291076913476,18.200000762939453,123
2019-08-25T18:11:07.000Z,53486.5390625,91,5.4019999504089355,185,48.94048632122576,-122.81283499673009,18.200000762939453,123
2019-08-25T18:11:08.000Z,53492.01953125,92,5.486000061035156,169,48.94048120826483,-122.81275897286832,18.200000762939453,124
2019-08-25T18:11:09.000Z,53497.51171875,92,5.486000061035156,161,48.940475173294544,-122.81269845552742,18.200000762939453,124
2019-08-25T18:11:10.000Z,53503.078125,91,5.560999870300293,161,48.940465869382024,-122.81260315328836,18.200000762939453,124
2019-08-25T18:11:11.000Z,53508.76171875,96,5.691999912261963,182,48.940463019534945,-122.81252587214112,18.200000762939453,125
2019-08-25T18:11:12.000Z,53514.51953125,94,5.756999969482422,189,48.940464947372675,-122.81244750134647,18.200000762939453,125
2019-08-25T18:11:13.000Z,53520.2890625,96,5.765999794006348,199,48.94046419300139,-122.81236938200891,18.200000762939453,125
2019-08-25T18:11:14.000Z,53526.08984375,99,5.794000148773193,161,48.94046226516366,-122.81229075975716,18.200000762939453,126
2019-08-25T18:11:15.000Z,53531.80078125,95,5.71999979019165,144,48.94046092405915,-122.81221138313413,18.399999618530273,126
